"gene","source"
"SUDS3","GeneCards"
"SYNGR1","GeneCards"
"SYT6","GeneCards"
"TAF1L","GeneCards"
"TAS1R2","GeneCards"
"TBC1D2","GeneCards"
"TMF1","GeneCards"
"TP53INP1","GeneCards"
"TSN","GeneCards"
"TSPYL1","GeneCards"
"UBXN7","GeneCards"
"VAT1","GeneCards"
"VMP1","GeneCards"
"VPS54","GeneCards"
"WDR3","GeneCards"
"XIRP1","GeneCards"
"ZDHHC2","GeneCards"
"ZFAT","GeneCards"
"ZGPAT","GeneCards"
"ZNF219","GeneCards"
"AACS","GeneCards"
"ACBD3","GeneCards"
"ACTR8","GeneCards"
"ADAM2","GeneCards"
"ADARB2","GeneCards"
"ANGPT4","GeneCards"
"ATXN7L3","GeneCards"
"AVEN","GeneCards"
"BASP1","GeneCards"
"BRS3","GeneCards"
"BTG1","GeneCards"
"CACNG5","GeneCards"
"CAMK1G","GeneCards"
"CELF3","GeneCards"
"CLDN2","GeneCards"
"CRISPLD2","GeneCards"
"CWC15","GeneCards"
"CYB561","GeneCards"
"DCAF11","GeneCards"
"DDO","GeneCards"
"DDX50","GeneCards"
"DERL3","GeneCards"
"DHX33","GeneCards"
"DHX40","GeneCards"
"DNAJC11","GeneCards"
"DUSP12","GeneCards"
"EFNB3","GeneCards"
"ERMAP","GeneCards"
"GTF3A","GeneCards"
"H2AC11","GeneCards"
"H2BC12L","GeneCards"
"H3C14","GeneCards"
"H4C8","GeneCards"
"HAO2","GeneCards"
"HAPLN1","GeneCards"
"HAUS1","GeneCards"
"HECTD3","GeneCards"
"HOXB6","GeneCards"
"HOXC9","GeneCards"
"HSF2","GeneCards"
"IL36G","GeneCards"
"INO80E","GeneCards"
"INSL6","GeneCards"
"KCTD10","GeneCards"
"KNDC1","GeneCards"
"LAMP3","GeneCards"
"LHX9","GeneCards"
"LILRB5","GeneCards"
"MAF1","GeneCards"
"MAGI3","GeneCards"
"MAP1S","GeneCards"
"MED7","GeneCards"
"MEP1A","GeneCards"
"MEX3C","GeneCards"
"MOXD1","GeneCards"
"MRPS11","GeneCards"
"MTG2","GeneCards"
"MTMR8","GeneCards"
"MYF5","GeneCards"
"MYH1","GeneCards"
"MYH13","GeneCards"
"MYL12A","GeneCards"
"NCDN","GeneCards"
"NHERF4","GeneCards"
"NUDT2","GeneCards"
"OLFM1","GeneCards"
"OR51E2","GeneCards"
"PARD6G","GeneCards"
"PCBP3","GeneCards"
"PCDHA8","GeneCards"
"PCDHGA5","GeneCards"
"PCDHGA6","GeneCards"
"PCGF5","GeneCards"
"PEF1","GeneCards"
"PFDN6","GeneCards"
"PJA1","GeneCards"
"PLCL1","GeneCards"
"PNLIPRP1","GeneCards"
"POFUT2","GeneCards"
"PPCDC","GeneCards"
"PPIP5K1","GeneCards"
"QRICH2","GeneCards"
"RABL2B","GeneCards"
"RANBP3","GeneCards"
"RASSF2","GeneCards"
"RCE1","GeneCards"
"RER1","GeneCards"
"RFXAP","GeneCards"
"RHOBTB3","GeneCards"
"RMDN3","GeneCards"
"RNASE4","GeneCards"
"RNF19B","GeneCards"
"RTCB","GeneCards"
"SAP30L","GeneCards"
"SEMA4B","GeneCards"
"SEPTIN11","GeneCards"
"SETD4","GeneCards"
"SFMBT1","GeneCards"
"SLC26A10P","GeneCards"
"SLC37A1","GeneCards"
"SMG7","GeneCards"
"SPOCK3","GeneCards"
"SRP14","GeneCards"
"SSPN","GeneCards"
"ST6GALNAC2","GeneCards"
"STBD1","GeneCards"
"STON1","GeneCards"
"SULT4A1","GeneCards"
"TGDS","GeneCards"
"TIFA","GeneCards"
"TMEM98","GeneCards"
"TNFSF8","GeneCards"
"TNS4","GeneCards"
"TRA2A","GeneCards"
"TXNRD3","GeneCards"
"TYW1","GeneCards"
"UBR3","GeneCards"
"USP50","GeneCards"
"VMA12","GeneCards"
"VNN2","GeneCards"
"WDR44","GeneCards"
"YTHDF3","GeneCards"
"ZBTB21","GeneCards"
"ZFX","GeneCards"
"ZKSCAN1","GeneCards"
"ABHD17A","GeneCards"
"ADAMTS16","GeneCards"
"ADGRG3","GeneCards"
"AFAP1","GeneCards"
"AFMID","GeneCards"
"AKAP11","GeneCards"
"ANO2","GeneCards"
"ARHGAP19","GeneCards"
"ARHGAP20","GeneCards"
"ART3","GeneCards"
"ART4","GeneCards"
"BBX","GeneCards"
"BNC1","GeneCards"
"BOD1","GeneCards"
"BRINP1","GeneCards"
"BTN1A1","GeneCards"
"BUD31","GeneCards"
"C2CD2L","GeneCards"
"CABP1","GeneCards"
"CACNG6","GeneCards"
"CAMTA2","GeneCards"
"CFAP57","GeneCards"
"CHAC1","GeneCards"
"CHDH","GeneCards"
"CLUH","GeneCards"
"CNDP1","GeneCards"
"CNKSR3","GeneCards"
"CPA4","GeneCards"
"CPLX2","GeneCards"
"CRLF2","GeneCards"
"CRYGD","GeneCards"
"CSNK2A3","GeneCards"
"CSRP2","GeneCards"
"CTDSPL","GeneCards"
"CTSE","GeneCards"
"DHX57","GeneCards"
"DUSP15","GeneCards"
"ECM2","GeneCards"
"EML3","GeneCards"
"EPS8L1","GeneCards"
"ERP29","GeneCards"
"ETNK1","GeneCards"
"EXOSC7","GeneCards"
"FAR2","GeneCards"
"FBXL2","GeneCards"
"FBXO9","GeneCards"
"FOLR3","GeneCards"
"GEMIN7","GeneCards"
"GLIS1","GeneCards"
"GOLGA5","GeneCards"
"GPR6","GeneCards"
"GPR88","GeneCards"
"GRHL1","GeneCards"
"GSX2","GeneCards"
"H4C15","GeneCards"
"HAUS8","GeneCards"
"HBE1","GeneCards"
"HS6ST2","GeneCards"
"HSPB7","GeneCards"
"ICE2","GeneCards"
"IGBP1","GeneCards"
"IGHA1","GeneCards"
"IL17RE","GeneCards"
"IPO11","GeneCards"
"IQSEC3","GeneCards"
"ITGBL1","GeneCards"
"KCNK16","GeneCards"
"KCTD6","GeneCards"
"KRT10-AS1","GeneCards"
"KRT20","GeneCards"
"KRT3","GeneCards"
"KY","GeneCards"
"LMTK3","GeneCards"
"LSM11","GeneCards"
"MFAP1","GeneCards"
"MMP26","GeneCards"
"MON2","GeneCards"
"MRPL1","GeneCards"
"MRPL49","GeneCards"
"MTARC1","GeneCards"
"MTCH1","GeneCards"
"NAA50","GeneCards"
"NDUFB1","GeneCards"
"NEU2","GeneCards"
"NUAK2","GeneCards"
"NYX","GeneCards"
"OAZ1","GeneCards"
"OSR1","GeneCards"
"OXSM","GeneCards"
"P4HA3","GeneCards"
"PCDHA9","GeneCards"
"PCDHGA11","GeneCards"
"PCDHGA2","GeneCards"
"PCDHGA4","GeneCards"
"PCTP","GeneCards"
"PDPR","GeneCards"
"PLEKHG1","GeneCards"
"PSMG1","GeneCards"
"PTGR2","GeneCards"
"PTPN18","GeneCards"
"RAB11FIP4","GeneCards"
"RASIP1","GeneCards"
"RBKS","GeneCards"
"SCYL3","GeneCards"
"SF3B5","GeneCards"
"SIX4","GeneCards"
"SLC13A1","GeneCards"
"SLC43A2","GeneCards"
"SLC8B1","GeneCards"
"SLF1","GeneCards"
"SNX4","GeneCards"
"SP2","GeneCards"
"SPAG16","GeneCards"
"SPCS2","GeneCards"
"SPCS3","GeneCards"
"SPSB4","GeneCards"
"SSBP3","GeneCards"
"THSD7A","GeneCards"
"TMEM97","GeneCards"
"TMOD2","GeneCards"
"TMPRSS13","GeneCards"
"TRIM3","GeneCards"
"TSPAN14","GeneCards"
"U2AF1L4","GeneCards"
"UBXN11","GeneCards"
"UCK1","GeneCards"
"UEVLD","GeneCards"
"UGT2A1","GeneCards"
"UPK3A","GeneCards"
"VEZF1","GeneCards"
"WFDC2","GeneCards"
"ZIC4","GeneCards"
"ZNF446","GeneCards"
"ZNF655","GeneCards"
"ZNF875","GeneCards"
"ACOT4","GeneCards"
"AKNA","GeneCards"
"AMOTL2","GeneCards"
"ANKS3","GeneCards"
"ANO4","GeneCards"
"APBB3","GeneCards"
"API5","GeneCards"
"APPBP2","GeneCards"
"ARHGAP11A","GeneCards"
"ATP6V1G3","GeneCards"
"BLZF1","GeneCards"
"CCHCR1","GeneCards"
"CCNG2","GeneCards"
"CDC26","GeneCards"
"CDCA3","GeneCards"
"CETN1","GeneCards"
"CIP2A","GeneCards"
"CMKLR2","GeneCards"
"COL21A1","GeneCards"
"COL22A1","GeneCards"
"DEFB1","GeneCards"
"DISP3","GeneCards"
"DIXDC1","GeneCards"
"DKK4","GeneCards"
"DLX1","GeneCards"
"DUSP19","GeneCards"
"ELAVL3","GeneCards"
"ENC1","GeneCards"
"EXOG","GeneCards"
"EXTL1","GeneCards"
"FGFBP1","GeneCards"
"FIGLA","GeneCards"
"FOXF2","GeneCards"
"GALNT15","GeneCards"
"GALNT16","GeneCards"
"GALNT5","GeneCards"
"GBA3","GeneCards"
"GCA","GeneCards"
"GEMIN6","GeneCards"
"GHITM","GeneCards"
"GJA10","GeneCards"
"GNL3L","GeneCards"
"GPRC5A","GeneCards"
"H2AC1","GeneCards"
"HINFP","GeneCards"
"IGSF3","GeneCards"
"IGSF9","GeneCards"
"JMY","GeneCards"
"KCNE5","GeneCards"
"KCNK17","GeneCards"
"KCNMB4","GeneCards"
"KCTD15","GeneCards"
"KLHL17","GeneCards"
"LANCL1","GeneCards"
"LANCL2","GeneCards"
"LILRA5","GeneCards"
"LRRC59","GeneCards"
"LRRC8B","GeneCards"
"MARCHF8","GeneCards"
"MATN1","GeneCards"
"MDFI","GeneCards"
"MED29","GeneCards"
"MPP4","GeneCards"
"MRAP","GeneCards"
"MRPL46","GeneCards"
"MRPS30","GeneCards"
"MRRF","GeneCards"
"MSRB2","GeneCards"
"MTMR12","GeneCards"
"MXD3","GeneCards"
"NAALADL1","GeneCards"
"NAGPA","GeneCards"
"NCOA7","GeneCards"
"NFATC2IP","GeneCards"
"NOL11","GeneCards"
"OMG","GeneCards"
"OR51B5","GeneCards"
"OSTC","GeneCards"
"PCDHGA10","GeneCards"
"PCDHGB6","GeneCards"
"PCLAF","GeneCards"
"PCSK4","GeneCards"
"PILRA","GeneCards"
"PKD1L2","GeneCards"
"PLA1A","GeneCards"
"PNPLA4","GeneCards"
"PPP6R1","GeneCards"
"PPP6R2","GeneCards"
"PPWD1","GeneCards"
"PUM3","GeneCards"
"PWWP2A","GeneCards"
"PYCR3","GeneCards"
"RBM23","GeneCards"
"RBPJL","GeneCards"
"RHBDD1","GeneCards"
"RHCE","GeneCards"
"RXFP3","GeneCards"
"SCAMP3","GeneCards"
"SLC16A5","GeneCards"
"SLC35H1","GeneCards"
"SOCS4","GeneCards"
"ST8SIA3","GeneCards"
"SYCE1","GeneCards"
"SYCP1","GeneCards"
"SYT10","GeneCards"
"TAF1D","GeneCards"
"TEX10","GeneCards"
"THUMPD1","GeneCards"
"TOR1B","GeneCards"
"TSPYL2","GeneCards"
"UBE2D4","GeneCards"
"UBL7","GeneCards"
"UGT2B28","GeneCards"
"UNK","GeneCards"
"USP54","GeneCards"
"WEE2","GeneCards"
"WNT8B","GeneCards"
"YIPF5","GeneCards"
"ZBTB4","GeneCards"
"ZBTB40","GeneCards"
"ZNF133","GeneCards"
"ZNF451","GeneCards"
"ZNF526","GeneCards"
"ZNF622","GeneCards"
"ZSCAN25","GeneCards"
"ACOXL","GeneCards"
"ADPGK","GeneCards"
"AKAP4","GeneCards"
"AMY1B","GeneCards"
"ANKRD13A","GeneCards"
"ASZ1","GeneCards"
"B3GNT7","GeneCards"
"BCL2L10","GeneCards"
"BCL6B","GeneCards"
"BIK","GeneCards"
"BMP8B","GeneCards"
"BOLL","GeneCards"
"C12orf43","GeneCards"
"CARD17P","GeneCards"
"CCDC136","GeneCards"
"CCNB3","GeneCards"
"CDH20","GeneCards"
"CGNL1","GeneCards"
"CIDEB","GeneCards"
"CKAP2","GeneCards"
"CLPS","GeneCards"
"COL28A1","GeneCards"
"CRTAM","GeneCards"
"DNALI1","GeneCards"
"DPH5","GeneCards"
"DTX3","GeneCards"
"DUOXA1","GeneCards"
"DXO","GeneCards"
"DYRK4","GeneCards"
"EBNA1BP2","GeneCards"
"ECHDC1","GeneCards"
"ENOX1","GeneCards"
"ETNPPL","GeneCards"
"ETV3","GeneCards"
"F11-AS1","GeneCards"
"FUBP3","GeneCards"
"GAST","GeneCards"
"GGCT","GeneCards"
"GGT6","GeneCards"
"GLB1L3","GeneCards"
"GOLPH3L","GeneCards"
"GPR155","GeneCards"
"GPR61","GeneCards"
"H2AC12","GeneCards"
"H3C15","GeneCards"
"HIC2","GeneCards"
"IL22RA2","GeneCards"
"INA","GeneCards"
"KCNMB3","GeneCards"
"KCNQ1-AS1","GeneCards"
"KLHL5","GeneCards"
"KRT31","GeneCards"
"KRT78","GeneCards"
"LRFN2","GeneCards"
"LYPD1","GeneCards"
"LZTS2","GeneCards"
"MAEL","GeneCards"
"MAP3K21","GeneCards"
"MARCHF1","GeneCards"
"MDGA2","GeneCards"
"MEST","GeneCards"
"METTL16","GeneCards"
"MICU3","GeneCards"
"MMS22L","GeneCards"
"MND1","GeneCards"
"MNS1","GeneCards"
"MPHOSPH6","GeneCards"
"MTBP","GeneCards"
"MYO1H","GeneCards"
"NAALAD2","GeneCards"
"NAT8B","GeneCards"
"NKX2-3","GeneCards"
"NOL8","GeneCards"
"NPM2","GeneCards"
"ONECUT2","GeneCards"
"OSBPL7","GeneCards"
"P2RY10","GeneCards"
"PCDHGB7","GeneCards"
"PHF14","GeneCards"
"PIGC","GeneCards"
"PIP","GeneCards"
"PKHD1L1","GeneCards"
"PLPP4","GeneCards"
"PLPP6","GeneCards"
"POU6F1","GeneCards"
"PPM1E","GeneCards"
"PPP2R2C","GeneCards"
"PRODH2","GeneCards"
"RABEPK","GeneCards"
"RANBP17","GeneCards"
"RBMX2","GeneCards"
"REEP5","GeneCards"
"RNASE6","GeneCards"
"ROPN1L","GeneCards"
"RRP12","GeneCards"
"SAP130","GeneCards"
"SCEL","GeneCards"
"SDCBP2","GeneCards"
"SDR9C7","GeneCards"
"SEMA4G","GeneCards"
"SERPINB4","GeneCards"
"SIPA1L2","GeneCards"
"SIRPG","GeneCards"
"SLC12A8","GeneCards"
"SLC14A2","GeneCards"
"SLC22A13","GeneCards"
"SLC37A2","GeneCards"
"SMPDL3B","GeneCards"
"SP8","GeneCards"
"STARD4","GeneCards"
"TAS2R38","GeneCards"
"TEX264","GeneCards"
"THOC7","GeneCards"
"TIMM10","GeneCards"
"TMEM135","GeneCards"
"TPRKB","GeneCards"
"TPSB2","GeneCards"
"TRMT61A","GeneCards"
"WHR1","GeneCards"
"WWC2","GeneCards"
"ZC3H8","GeneCards"
"ZGRF1","GeneCards"
"ZIM2","GeneCards"
"ZNF174","GeneCards"
"ZNF236","GeneCards"
"ZNF304","GeneCards"
"ZNF384","GeneCards"
"ZNF397","GeneCards"
"ZNF512","GeneCards"
"ZPBP","GeneCards"
"ADGRF2P","GeneCards"
"AMDHD2","GeneCards"
"AMY1A","GeneCards"
"AP3S2","GeneCards"
"APEX2","GeneCards"
"APOL2","GeneCards"
"ARL5B","GeneCards"
"ASB3","GeneCards"
"BAHD1","GeneCards"
"BLOC1S2","GeneCards"
"CAND2","GeneCards"
"CC2D1B","GeneCards"
"CD302","GeneCards"
"CDH22","GeneCards"
"CDK5R2","GeneCards"
"CFC1","GeneCards"
"CHCHD6","GeneCards"
"CHGB","GeneCards"
"CLGN","GeneCards"
"CLIC6","GeneCards"
"CLXN","GeneCards"
"CNIH3","GeneCards"
"COX6A2","GeneCards"
"DCBLD2","GeneCards"
"DDX28","GeneCards"
"DLGAP3","GeneCards"
"DNAJA4","GeneCards"
"DOK6","GeneCards"
"EFHD2","GeneCards"
"EIPR1","GeneCards"
"ELOVL3","GeneCards"
"ERC2","GeneCards"
"EVX1","GeneCards"
"FAM20B","GeneCards"
"FANK1","GeneCards"
"GAL3ST4","GeneCards"
"GCC1","GeneCards"
"GDPD3","GeneCards"
"GPM6B","GeneCards"
"GPSM3","GeneCards"
"HCFC2","GeneCards"
"HMGN2","GeneCards"
"HOXD1","GeneCards"
"HOXD4","GeneCards"
"HSF2BP","GeneCards"
"HTRA3","GeneCards"
"IL36B","GeneCards"
"ILKAP","GeneCards"
"IPO13","GeneCards"
"ISG20L2","GeneCards"
"ITFG2","GeneCards"
"JOSD1","GeneCards"
"KCNE4","GeneCards"
"KDM4D","GeneCards"
"KRT25","GeneCards"
"LALBA","GeneCards"
"LGALS7","GeneCards"
"LHX8","GeneCards"
"LILRA1","GeneCards"
"LRRC37A2","GeneCards"
"LRRTM1","GeneCards"
"MBNL2","GeneCards"
"MOBP","GeneCards"
"MRPL21","GeneCards"
"MYLK-AS1","GeneCards"
"NABP1","GeneCards"
"NCOA5","GeneCards"
"NDUFB2","GeneCards"
"NECAP2","GeneCards"
"NFE2L3","GeneCards"
"NGRN","GeneCards"
"NHLH2","GeneCards"
"NLRP10","GeneCards"
"NPFF","GeneCards"
"NPL","GeneCards"
"NPPA-AS1","GeneCards"
"NUDT6","GeneCards"
"OLIG1","GeneCards"
"PALM2AKAP2","GeneCards"
"PGLYRP3","GeneCards"
"PHF11","GeneCards"
"PHF7","GeneCards"
"PHLDB1","GeneCards"
"PLA2G2F","GeneCards"
"POFUT3","GeneCards"
"PPEF2","GeneCards"
"PRDM11","GeneCards"
"PTPN20","GeneCards"
"PWWP3A","GeneCards"
"RABAC1","GeneCards"
"RCAN2","GeneCards"
"RCAN3","GeneCards"
"RDH14","GeneCards"
"RGL3","GeneCards"
"RIMS3","GeneCards"
"RNPEPL1","GeneCards"
"RNU4ATAC","GeneCards"
"RUBCNL","GeneCards"
"SAFB2","GeneCards"
"SCNM1","GeneCards"
"SLC22A17","GeneCards"
"SLC35B3","GeneCards"
"SLITRK2","GeneCards"
"SMYD4","GeneCards"
"SOSTDC1","GeneCards"
"SPRED3","GeneCards"
"SRPX","GeneCards"
"SSBP2","GeneCards"
"STARD3NL","GeneCards"
"TBKBP1","GeneCards"
"TFCP2L1","GeneCards"
"TIMM23","GeneCards"
"TM9SF4","GeneCards"
"TNNI1","GeneCards"
"TRIM59","GeneCards"
"TSPAN5","GeneCards"
"TUBE1","GeneCards"
"UGT2A3","GeneCards"
"ULBP1","GeneCards"
"UQCC1","GeneCards"
"USP27X","GeneCards"
"XCL2","GeneCards"
"ZDHHC13","GeneCards"
"ZDHHC20","GeneCards"
"ZFP28","GeneCards"
"ZFP90","GeneCards"
"ZFPL1","GeneCards"
"ZNF197","GeneCards"
"ZNF3","GeneCards"
"ZNF418","GeneCards"
"ZNF419","GeneCards"
"ZNF440","GeneCards"
"ZNF609","GeneCards"
"ZNG1A","GeneCards"
"ZP4","GeneCards"
"ZSWIM6","GeneCards"
"ACRV1","GeneCards"
"ADAMTSL5","GeneCards"
"ADGB","GeneCards"
"ANKIB1","GeneCards"
"ANKRD2","GeneCards"
"ARHGEF39","GeneCards"
"ARSK","GeneCards"
"B3GALT1","GeneCards"
"B3GALT5","GeneCards"
"BEST3","GeneCards"
"BTBD3","GeneCards"
"CATSPER3","GeneCards"
"CD300LB","GeneCards"
"CDH26","GeneCards"
"CHST4","GeneCards"
"CKS2","GeneCards"
"CLDN12","GeneCards"
"CLSTN2","GeneCards"
"CNTNAP5","GeneCards"
"COL23A1","GeneCards"
"CORO2B","GeneCards"
"DCLRE1A","GeneCards"
"DIRAS3","GeneCards"
"DSCC1","GeneCards"
"DYNLT3","GeneCards"
"EFS","GeneCards"
"EMX1","GeneCards"
"ENTPD8","GeneCards"
"EPC2","GeneCards"
"FPGT","GeneCards"
"GADL1","GeneCards"
"GBP7","GeneCards"
"GCM1","GeneCards"
"GLB1L","GeneCards"
"GMEB2","GeneCards"
"GPR31","GeneCards"
"GSDMB","GeneCards"
"H2AB1","GeneCards"
"H2AC21","GeneCards"
"HHLA2","GeneCards"
"HOXB5","GeneCards"
"HS3ST3A1","GeneCards"
"IFNW1","GeneCards"
"IGKC","GeneCards"
"IL17D","GeneCards"
"ISL2","GeneCards"
"JCHAIN","GeneCards"
"JMJD7","GeneCards"
"KCTD16","GeneCards"
"KLHL15","GeneCards"
"KRT75","GeneCards"
"L3MBTL4","GeneCards"
"LBX1","GeneCards"
"LILRA6","GeneCards"
"LINS1","GeneCards"
"LRFN3","GeneCards"
"LRR1","GeneCards"
"LTV1","GeneCards"
"MAB21L1","GeneCards"
"MAPDA","GeneCards"
"MIR203A","GeneCards"
"MRPL2","GeneCards"
"MTARC2","GeneCards"
"MTIF3","GeneCards"
"MXRA5","GeneCards"
"MYCBPAP","GeneCards"
"MYL7","GeneCards"
"NCBP3","GeneCards"
"NDUFC1","GeneCards"
"NLRP11","GeneCards"
"NT5C1A","GeneCards"
"NT5DC2","GeneCards"
"NUFIP1","GeneCards"
"OTUB2","GeneCards"
"OVGP1","GeneCards"
"PABPC3","GeneCards"
"PCDH18","GeneCards"
"PDP2","GeneCards"
"PHACTR2","GeneCards"
"PIWIL3","GeneCards"
"PKIA","GeneCards"
"PLA2G2E","GeneCards"
"PLEKHB2","GeneCards"
"PPM1L","GeneCards"
"PPP1R2","GeneCards"
"PRPS1L1","GeneCards"
"PRTG","GeneCards"
"PSD4","GeneCards"
"RAB41","GeneCards"
"RBM33","GeneCards"
"RNF103","GeneCards"
"RPF2","GeneCards"
"RTKN2","GeneCards"
"SACK1A","GeneCards"
"SAP30BP","GeneCards"
"SERINC1","GeneCards"
"SESTD1","GeneCards"
"SGSM1","GeneCards"
"SH3RF3","GeneCards"
"SLC16A6","GeneCards"
"SLC35B1","GeneCards"
"SLC35B4","GeneCards"
"SLC44A5","GeneCards"
"SLC9A4","GeneCards"
"SLC9D1","GeneCards"
"SMAP1","GeneCards"
"SMDT1","GeneCards"
"SNED1","GeneCards"
"SNX22","GeneCards"
"SNX33","GeneCards"
"SNX7","GeneCards"
"SPA17","GeneCards"
"SPPL3","GeneCards"
"STYK1","GeneCards"
"SYNJ2BP","GeneCards"
"SYT12","GeneCards"
"SYT13","GeneCards"
"TAS2R1","GeneCards"
"TEKT3","GeneCards"
"TKTL1","GeneCards"
"TMEM9","GeneCards"
"TMPRSS11D","GeneCards"
"TOB1","GeneCards"
"TOR1AIP2","GeneCards"
"TSPAN8","GeneCards"
"TTC17","GeneCards"
"TULP4","GeneCards"
"TXNDC11","GeneCards"
"UGT3A1","GeneCards"
"USP35","GeneCards"
"USP43","GeneCards"
"VAMP5","GeneCards"
"VSNL1","GeneCards"
"VWA2","GeneCards"
"WDR75","GeneCards"
"YIPF3","GeneCards"
"ZBTB49","GeneCards"
"ZBTB8A","GeneCards"
"ZMYM6","GeneCards"
"ZNF160","GeneCards"
"ZNF180","GeneCards"
"ZNF33A","GeneCards"
"ZNF41","GeneCards"
"ZNF438","GeneCards"
"ZNF445","GeneCards"
"ZNF536","GeneCards"
"ZNF555","GeneCards"
"ZNF618","GeneCards"
"ZSCAN20","GeneCards"
"ZSCAN29","GeneCards"
"ACTR3B","GeneCards"
"ACYP2","GeneCards"
"ADAMTSL4-AS1","GeneCards"
"AFM","GeneCards"
"ARHGAP30","GeneCards"
"ARL11","GeneCards"
"ARL4D","GeneCards"
"ARMC10","GeneCards"
"ARMC2","GeneCards"
"ASB9","GeneCards"
"ATP5MK","GeneCards"
"BEST2","GeneCards"
"BHLHA15","GeneCards"
"CAPZA3","GeneCards"
"CDC42SE2","GeneCards"
"CHMP4BP1","GeneCards"
"CLEC11A","GeneCards"
"CLEC12B","GeneCards"
"COLGALT2","GeneCards"
"CPN2","GeneCards"
"CPTP","GeneCards"
"CRIP2","GeneCards"
"CRYZL1","GeneCards"
"DCTPP1","GeneCards"
"DEFA4","GeneCards"
"DELEC1","GeneCards"
"DEPDC1","GeneCards"
"DHFRP1","GeneCards"
"DMKN","GeneCards"
"DNAI3","GeneCards"
"DRC11","GeneCards"
"ETV2","GeneCards"
"FAM91A1","GeneCards"
"FBXL20","GeneCards"
"FBXL22","GeneCards"
"FBXO40","GeneCards"
"GBGT1","GeneCards"
"GBP6","GeneCards"
"GCHFR","GeneCards"
"GDF7","GeneCards"
"GPR137B","GeneCards"
"GPR162","GeneCards"
"HEPHL1","GeneCards"
"HSP90AB4P","GeneCards"
"IGHG4","GeneCards"
"IL1RAPL2","GeneCards"
"IMPACT","GeneCards"
"INTS2","GeneCards"
"IP6K3","GeneCards"
"JAKMIP1","GeneCards"
"KLHL25","GeneCards"
"KRT40","GeneCards"
"LIN37","GeneCards"
"LMBRD2","GeneCards"
"LOC101927157","GeneCards"
"LRRTM4","GeneCards"
"MAP3K19","GeneCards"
"MEX3B","GeneCards"
"MFAP3","GeneCards"
"MFSD1","GeneCards"
"MRGPRX2","GeneCards"
"MRPL13","GeneCards"
"MRPL22","GeneCards"
"MRPS18C","GeneCards"
"NAT9","GeneCards"
"NDST4","GeneCards"
"NLRP14","GeneCards"
"NOCT","GeneCards"
"OLFM4","GeneCards"
"OR52A4P","GeneCards"
"PALS2","GeneCards"
"PAPLN","GeneCards"
"PBLD","GeneCards"
"PGGT1B","GeneCards"
"PGLYRP4","GeneCards"
"PLPP5","GeneCards"
"PNRC2","GeneCards"
"POLR3GL","GeneCards"
"PTTG1IP","GeneCards"
"RAET1L","GeneCards"
"RAP1GAP2","GeneCards"
"RAP2C","GeneCards"
"RBMY1A1","GeneCards"
"RCBTB2","GeneCards"
"REM1","GeneCards"
"RFTN1","GeneCards"
"RHOV","GeneCards"
"RIC8B","GeneCards"
"RIMKLB","GeneCards"
"RNF32","GeneCards"
"RRP1","GeneCards"
"SGPP2","GeneCards"
"SH2D3A","GeneCards"
"SIVA1","GeneCards"
"SLC10A6","GeneCards"
"SLC25A28","GeneCards"
"SLC25A36","GeneCards"
"SLC31A2","GeneCards"
"SLC66A1","GeneCards"
"SLCO1B7","GeneCards"
"ST6GALNAC5","GeneCards"
"ST7","GeneCards"
"SYTL5","GeneCards"
"TBC1D22A","GeneCards"
"TBC1D25","GeneCards"
"TMCO6","GeneCards"
"TMEM109","GeneCards"
"TMOD4","GeneCards"
"TRAF3IP3","GeneCards"
"TSNARE1","GeneCards"
"TSSK2","GeneCards"
"TTYH2","GeneCards"
"TXNDC9","GeneCards"
"UBE2U","GeneCards"
"UCN3","GeneCards"
"USP32","GeneCards"
"VEPH1","GeneCards"
"WDR76","GeneCards"
"WRAP73","GeneCards"
"ZACN","GeneCards"
"ZDHHC12","GeneCards"
"ZFY","GeneCards"
"ZG16B","GeneCards"
"ZIK1","GeneCards"
"ZKSCAN4","GeneCards"
"ZMAT2","GeneCards"
"ZNF100","GeneCards"
"ZNF184","GeneCards"
"ZNF185","GeneCards"
"ZNF215","GeneCards"
"ZNF23","GeneCards"
"ZNF28","GeneCards"
"ZNF302","GeneCards"
"ZNF431","GeneCards"
"ZNF436","GeneCards"
"ZNF574","GeneCards"
"ZNF587","GeneCards"
"ZNF79","GeneCards"
"ZYG11B","GeneCards"
"AASDHPPT","GeneCards"
"ABT1","GeneCards"
"ACTL7A","GeneCards"
"ADAT2","GeneCards"
"AMMECR1","GeneCards"
"ANAPC13","GeneCards"
"APOBEC2","GeneCards"
"ARID3B","GeneCards"
"ARL17A","GeneCards"
"ARPP21","GeneCards"
"ARSF","GeneCards"
"ASB4","GeneCards"
"BARHL2","GeneCards"
"BSPRY","GeneCards"
"BTG4","GeneCards"
"CCDC88B","GeneCards"
"CCPG1","GeneCards"
"CDK2AP2","GeneCards"
"CHST5","GeneCards"
"CHST7","GeneCards"
"CLDN17","GeneCards"
"CSNK1A1L","GeneCards"
"CTHRC1","GeneCards"
"CUZD1","GeneCards"
"CYP4X1","GeneCards"
"DAZ2","GeneCards"
"DAZ4","GeneCards"
"DCUN1D4","GeneCards"
"DEFA6","GeneCards"
"DUSP23","GeneCards"
"EPB41L4A","GeneCards"
"EPPIN","GeneCards"
"FERRY3","GeneCards"
