gene,name,score,source
KRT10,Keratin 10,11.66725,GeneCards
CLDN1,Claudin 1,11.66725,GeneCards
LITAF,Lipopolysaccharide Induced TNF Factor,11.66725,GeneCards
P2RY6,Pyrimidinergic Receptor P2Y6,11.66725,GeneCards
AP2A2,Adaptor Related Protein Complex 2 Subunit Alpha 2,11.66725,GeneCards
IDI1,Isopentenyl-Diphosphate Delta Isomerase 1,11.66725,GeneCards
SSTR4,Somatostatin Receptor 4,11.66725,GeneCards
CD248,CD248 Molecule,11.66725,GeneCards
DBP,D-Box Binding PAR BZIP Transcription Factor,11.66725,GeneCards
LAPTM5,Lysosomal Protein Transmembrane 5,11.66725,GeneCards
MIR107,MicroRNA 107,11.66725,GeneCards
LINC00113,Long Intergenic Non-Protein Coding RNA 113,11.66725,GeneCards
ITGA6,Integrin Subunit Alpha 6,11.661319,GeneCards
KRT1,Keratin 1,11.661319,GeneCards
SPHK1,Sphingosine Kinase 1,11.661319,GeneCards
TPM2,Tropomyosin 2,11.661319,GeneCards
SOX6,SRY-Box Transcription Factor 6,11.661319,GeneCards
CFP,Complement Factor Properdin,11.661319,GeneCards
SSTR5,Somatostatin Receptor 5,11.661319,GeneCards
ZNF148,Zinc Finger Protein 148,11.661319,GeneCards
DFFB,DNA Fragmentation Factor Subunit Beta,11.661319,GeneCards
GPR39,G Protein-Coupled Receptor 39,11.661319,GeneCards
S100A7A,S100 Calcium Binding Protein A7A,11.661319,GeneCards
ATXN2,Ataxin 2,11.65931,GeneCards
CBLL1,Cbl Proto-Oncogene Like 1,11.65931,GeneCards
TPO,Thyroid Peroxidase,11.653763,GeneCards
TNFRSF10B,TNF Receptor Superfamily Member 10b,11.653763,GeneCards
ELOVL5,ELOVL Fatty Acid Elongase 5,11.653763,GeneCards
WEE1,WEE1 G2 Checkpoint Kinase,11.653763,GeneCards
ACSL1,Acyl-CoA Synthetase Long Chain Family Member 1,11.653763,GeneCards
NFATC3,Nuclear Factor Of Activated T Cells 3,11.653763,GeneCards
CSGALNACT1,Chondroitin Sulfate N-Acetylgalactosaminyltransferase 1,11.653763,GeneCards
TBX20,T-Box Transcription Factor 20,11.653763,GeneCards
M6PR,"Mannose-6-Phosphate Receptor, Cation Dependent",11.653763,GeneCards
HAND2,Heart And Neural Crest Derivatives Expressed 2,11.653763,GeneCards
KDM2A,Lysine Demethylase 2A,11.653763,GeneCards
TBX18,T-Box Transcription Factor 18,11.653763,GeneCards
AOPEP,Aminopeptidase O (Putative),11.653763,GeneCards
FRZB,Frizzled Related Protein,11.653763,GeneCards
AKR1B10,Aldo-Keto Reductase Family 1 Member B10,11.653763,GeneCards
SELENBP1,Selenium Binding Protein 1,11.653763,GeneCards
COA6,Cytochrome C Oxidase Assembly Factor 6,11.653763,GeneCards
ESAM,Endothelial Cell Adhesion Molecule,11.653763,GeneCards
GPR132,G Protein-Coupled Receptor 132,11.653763,GeneCards
MIR326,MicroRNA 326,11.653763,GeneCards
LNCRNA-ATB,LncRNA Activated By TGF-Beta,11.653763,GeneCards
FAM223A,Family With Sequence Similarity 223 Member A,11.644796,GeneCards
HSD17B4,Hydroxysteroid 17-Beta Dehydrogenase 4,11.643808,GeneCards
NCOA3,Nuclear Receptor Coactivator 3,11.643808,GeneCards
KSR2,Kinase Suppressor Of Ras 2,11.643808,GeneCards
HINT1,Histidine Triad Nucleotide Binding Protein 1,11.643808,GeneCards
ULK1,Unc-51 Like Autophagy Activating Kinase 1,11.643808,GeneCards
MICU1,Mitochondrial Calcium Uptake 1,11.643808,GeneCards
PSMB9,Proteasome 20S Subunit Beta 9,11.643808,GeneCards
AOX1,Aldehyde Oxidase 1,11.643808,GeneCards
AMPD1,Adenosine Monophosphate Deaminase 1,11.643808,GeneCards
SPHK2,Sphingosine Kinase 2,11.643808,GeneCards
CD209,CD209 Molecule,11.643808,GeneCards
CYP4A11,Cytochrome P450 Family 4 Subfamily A Member 11,11.643808,GeneCards
HAAO,"3-Hydroxyanthranilate 3,4-Dioxygenase",11.643808,GeneCards
DCLK1,Doublecortin Like Kinase 1,11.643808,GeneCards
PLEKHM1,Pleckstrin Homology And RUN Domain Containing M1,11.643808,GeneCards
LTB,Lymphotoxin Beta,11.643808,GeneCards
BHLHE40,Basic Helix-Loop-Helix Family Member E40,11.643808,GeneCards
RFX7,Regulatory Factor X7,11.643808,GeneCards
ILF2,Interleukin Enhancer Binding Factor 2,11.643808,GeneCards
MS4A2,Membrane Spanning 4-Domains A2,11.643808,GeneCards
MYBL1,MYB Proto-Oncogene Like 1,11.643808,GeneCards
KERA,Keratocan,11.643808,GeneCards
HAS1,Hyaluronan Synthase 1,11.643808,GeneCards
FETUB,Fetuin B,11.643808,GeneCards
CDC20B,Cell Division Cycle 20B,11.643808,GeneCards
LOC110806263,TERT 5' Regulatory Region,11.643808,GeneCards
PSMB8-AS1,PSMB8 Antisense RNA 1,11.643808,GeneCards
FBXL14,F-Box And Leucine Rich Repeat Protein 14,11.643808,GeneCards
MIR103A2,MicroRNA 103a-2,11.643808,GeneCards
LGALS12,Galectin 12,11.643808,GeneCards
MIR633,MicroRNA 633,11.643808,GeneCards
MIR2861,MicroRNA 2861,11.643808,GeneCards
ACTA1,"Actin Alpha 1, Skeletal Muscle",11.630097,GeneCards
BMPR1B,Bone Morphogenetic Protein Receptor Type 1B,11.630097,GeneCards
PBX1,PBX Homeobox 1,11.630097,GeneCards
SATB2,SATB Homeobox 2,11.630097,GeneCards
RGS9,Regulator Of G Protein Signaling 9,11.630097,GeneCards
MATR3,Matrin 3,11.630097,GeneCards
BIRC3,Baculoviral IAP Repeat Containing 3,11.630097,GeneCards
HIPK2,Homeodomain Interacting Protein Kinase 2,11.630097,GeneCards
SLC39A8,Solute Carrier Family 39 Member 8,11.630097,GeneCards
CDC20,Cell Division Cycle 20,11.630097,GeneCards
C3AR1,Complement C3a Receptor 1,11.630097,GeneCards
GRK5,G Protein-Coupled Receptor Kinase 5,11.630097,GeneCards
LDHB,Lactate Dehydrogenase B,11.630097,GeneCards
PDYN,Prodynorphin,11.630097,GeneCards
CAPN5,Calpain 5,11.630097,GeneCards
GSTA1,Glutathione S-Transferase Alpha 1,11.630097,GeneCards
MCM3AP,Minichromosome Maintenance Complex Component 3 Associated Protein,11.630097,GeneCards
UBA52,Ubiquitin A-52 Residue Ribosomal Protein Fusion Product 1,11.630097,GeneCards
EIF2S1,Eukaryotic Translation Initiation Factor 2 Subunit Alpha,11.630097,GeneCards
CBX4,Chromobox 4,11.630097,GeneCards
LGR4,Leucine Rich Repeat Containing G Protein-Coupled Receptor 4,11.630097,GeneCards
HMCN1,Hemicentin 1,11.630097,GeneCards
FCER1G,Fc Epsilon Receptor Ig,11.630097,GeneCards
PEBP1,Phosphatidylethanolamine Binding Protein 1,11.630097,GeneCards
TPSAB1,Tryptase Alpha/Beta 1,11.630097,GeneCards
ASIC1,Acid Sensing Ion Channel Subunit 1,11.630097,GeneCards
KCNK2,Potassium Two Pore Domain Channel Subfamily K Member 2,11.630097,GeneCards
TMCO1,Transmembrane And Coiled-Coil Domains 1,11.630097,GeneCards
BTLA,B And T Lymphocyte Associated,11.630097,GeneCards
TRIM13,Tripartite Motif Containing 13,11.630097,GeneCards
ANXA7,Annexin A7,11.630097,GeneCards
CERS5,Ceramide Synthase 5,11.630097,GeneCards
FSTL3,Follistatin Like 3,11.630097,GeneCards
CDCA5,Cell Division Cycle Associated 5,11.630097,GeneCards
MIR16-1,MicroRNA 16-1,11.630097,GeneCards
GLRX3,Glutaredoxin 3,11.630097,GeneCards
GNLY,Granulysin,11.630097,GeneCards
TNFRSF19,TNF Receptor Superfamily Member 19,11.630097,GeneCards
UCN,Urocortin,11.630097,GeneCards
GSTT2,Glutathione S-Transferase Theta 2 (Gene/Pseudogene),11.630097,GeneCards
SIGLEC5,Sialic Acid Binding Ig Like Lectin 5,11.630097,GeneCards
HSDL2,Hydroxysteroid Dehydrogenase Like 2,11.630097,GeneCards
IL31,Interleukin 31,11.630097,GeneCards
MIR124-3,MicroRNA 124-3,11.630097,GeneCards
MIR99A,MicroRNA 99a,11.630097,GeneCards
TRA,T Cell Receptor Alpha Locus,11.630097,GeneCards
OLFML2B,Olfactomedin Like 2B,11.630097,GeneCards
MIR378C,MicroRNA 378c,11.630097,GeneCards
DSP,Desmoplakin,11.6285925,GeneCards
TMEM126A,Transmembrane Protein 126A,11.623083,GeneCards
CYP17A1,Cytochrome P450 Family 17 Subfamily A Member 1,11.61001,GeneCards
DCC,DCC Netrin 1 Receptor,11.61001,GeneCards
JUP,Junction Plakoglobin,11.61001,GeneCards
PAX6,Paired Box 6,11.61001,GeneCards
SLC12A3,Solute Carrier Family 12 Member 3,11.61001,GeneCards
DLL1,Delta Like Canonical Notch Ligand 1,11.61001,GeneCards
DMPK,DM1 Protein Kinase,11.61001,GeneCards
CNOT1,CCR4-NOT Transcription Complex Subunit 1,11.61001,GeneCards
AP3D1,Adaptor Related Protein Complex 3 Subunit Delta 1,11.61001,GeneCards
ARHGEF7,Rho Guanine Nucleotide Exchange Factor 7,11.61001,GeneCards
CRBN,Cereblon,11.61001,GeneCards
AMH,Anti-Mullerian Hormone,11.61001,GeneCards
EEF1A1,Eukaryotic Translation Elongation Factor 1 Alpha 1,11.61001,GeneCards
ETFA,Electron Transfer Flavoprotein Subunit Alpha,11.61001,GeneCards
RPS27A,Ribosomal Protein S27a,11.61001,GeneCards
AMPD2,Adenosine Monophosphate Deaminase 2,11.61001,GeneCards
CCND3,Cyclin D3,11.61001,GeneCards
SCRIB,Scribble Planar Cell Polarity Protein,11.61001,GeneCards
RHBDF2,Rhomboid 5 Homolog 2,11.61001,GeneCards
TOR1A,Torsin Family 1 Member A,11.61001,GeneCards
HOXA1,Homeobox A1,11.61001,GeneCards
TRIM25,Tripartite Motif Containing 25,11.61001,GeneCards
CANT1,Calcium Activated Nucleotidase 1,11.61001,GeneCards
GFER,"Growth Factor, Augmenter Of Liver Regeneration",11.61001,GeneCards
CA12,Carbonic Anhydrase 12,11.61001,GeneCards
IL36RN,Interleukin 36 Receptor Antagonist,11.61001,GeneCards
PRDX5,Peroxiredoxin 5,11.61001,GeneCards
KHSRP,KH-Type Splicing Regulatory Protein,11.61001,GeneCards
ARID4B,AT-Rich Interaction Domain 4B,11.61001,GeneCards
COPS5,COP9 Signalosome Subunit 5,11.61001,GeneCards
MYL9,Myosin Light Chain 9,11.61001,GeneCards
PLEKHA1,Pleckstrin Homology Domain Containing A1,11.61001,GeneCards
TAF3,TATA-Box Binding Protein Associated Factor 3,11.61001,GeneCards
CYGB,Cytoglobin,11.61001,GeneCards
RSPO2,R-Spondin 2,11.61001,GeneCards
AMOT,Angiomotin,11.61001,GeneCards
HOXA9,Homeobox A9,11.61001,GeneCards
OLA1,Obg Like ATPase 1,11.61001,GeneCards
EMP2,Epithelial Membrane Protein 2,11.61001,GeneCards
DDX18,DEAD-Box Helicase 18,11.61001,GeneCards
NUBP1,"NUBP Iron-Sulfur Cluster Assembly Factor 1, Cytosolic",11.61001,GeneCards
ADGRA2,Adhesion G Protein-Coupled Receptor A2,11.61001,GeneCards
FBXW2,F-Box And WD Repeat Domain Containing 2,11.61001,GeneCards
FXYD6,FXYD Domain Containing Ion Transport Regulator 6,11.61001,GeneCards
SLC25A25,Solute Carrier Family 25 Member 25,11.61001,GeneCards
UTP20,UTP20 Small Subunit Processome Component,11.61001,GeneCards
GH2,Growth Hormone 2,11.61001,GeneCards
TRB,T Cell Receptor Beta Locus,11.61001,GeneCards
FEM1B,Fem-1 Homolog B,11.61001,GeneCards
LPGAT1,Lysophosphatidylglycerol Acyltransferase 1,11.61001,GeneCards
MRPL10,Mitochondrial Ribosomal Protein L10,11.61001,GeneCards
MRPL36,Mitochondrial Ribosomal Protein L36,11.61001,GeneCards
HSH2D,Hematopoietic SH2 Domain Containing,11.61001,GeneCards
SLC16A4,Solute Carrier Family 16 Member 4,11.61001,GeneCards
CRTAC1,Cartilage Acidic Protein 1,11.61001,GeneCards
MT1F,Metallothionein 1F,11.61001,GeneCards
CXCL14,C-X-C Motif Chemokine Ligand 14,11.61001,GeneCards
PROK1,Prokineticin 1,11.61001,GeneCards
MIR181B2,MicroRNA 181b-2,11.61001,GeneCards
MIR218-2,MicroRNA 218-2,11.61001,GeneCards
MIR520B,MicroRNA 520b,11.61001,GeneCards
LINC01587,Long Intergenic Non-Protein Coding RNA 1587,11.61001,GeneCards
SNORD7,"Small Nucleolar RNA, C/D Box 7",11.61001,GeneCards
LRRC18,Leucine Rich Repeat Containing 18,11.61001,GeneCards
NKILA,NF-KappaB Interacting LncRNA,11.61001,GeneCards
MIR550A3,MicroRNA 550a-3,11.61001,GeneCards
MIR1264,MicroRNA 1264,11.61001,GeneCards
NEXN-AS1,NEXN Antisense RNA 1,11.61001,GeneCards
HNP1,Hypertensive Nephropathy,11.61001,GeneCards
ATRX,ATRX Chromatin Remodeler,11.605562,GeneCards
FEN1,Flap Structure-Specific Endonuclease 1,11.605562,GeneCards
POLL,DNA Polymerase Lambda,11.605562,GeneCards
CBX5,Chromobox 5,11.605562,GeneCards
RAD52,RAD52 DNA Repair Protein,11.605562,GeneCards
LMNB2,Lamin B2,11.590738,GeneCards
SAA2-SAA4,SAA2-SAA4 Readthrough,11.581809,GeneCards
PHGDH,Phosphoglycerate Dehydrogenase,11.577748,GeneCards
NPM1,Nucleophosmin 1,11.577748,GeneCards
SHANK3,SH3 And Multiple Ankyrin Repeat Domains 3,11.577748,GeneCards
ARCN1,Archain 1 Coat Protein Complex I Subunit Delta,11.577748,GeneCards
WNK1,WNK Lysine Deficient Protein Kinase 1,11.577748,GeneCards
CDKN1C,Cyclin Dependent Kinase Inhibitor 1C,11.577748,GeneCards
SYNE1,Spectrin Repeat Containing Nuclear Envelope Protein 1,11.577748,GeneCards
PLCB2,Phospholipase C Beta 2,11.577748,GeneCards
SORD,Sorbitol Dehydrogenase,11.577748,GeneCards
FOXC1,Forkhead Box C1,11.577748,GeneCards
KDM5A,Lysine Demethylase 5A,11.577748,GeneCards
CTNNA3,Catenin Alpha 3,11.577748,GeneCards
FA2H,Fatty Acid 2-Hydroxylase,11.577748,GeneCards
JMJD1C,Jumonji Domain Containing 1C,11.577748,GeneCards
NUMB,NUMB Endocytic Adaptor Protein,11.577748,GeneCards
NPR3,Natriuretic Peptide Receptor 3,11.577748,GeneCards
ABI2,Abl Interactor 2,11.577748,GeneCards
EWSR1,EWS RNA Binding Protein 1,11.577748,GeneCards
SOX4,SRY-Box Transcription Factor 4,11.577748,GeneCards
RALBP1,RalA Binding Protein 1,11.577748,GeneCards
LCT,Lactase,11.577748,GeneCards
MSTN,Myostatin,11.577748,GeneCards
SP110,SP110 Nuclear Body Protein,11.577748,GeneCards
GRK6,G Protein-Coupled Receptor Kinase 6,11.577748,GeneCards
UBB,Ubiquitin B,11.577748,GeneCards
OSBPL2,Oxysterol Binding Protein Like 2,11.577748,GeneCards
HOXA10,Homeobox A10,11.577748,GeneCards
MICA,MHC Class I Polypeptide-Related Sequence A,11.577748,GeneCards
PPM1K,"Protein Phosphatase, Mg2+/Mn2+ Dependent 1K",11.577748,GeneCards
SHARPIN,SHANK Associated RH Domain Interactor,11.577748,GeneCards
FCN2,Ficolin 2,11.577748,GeneCards
BCLAF1,BCL2 Associated Transcription Factor 1,11.577748,GeneCards
MMP16,Matrix Metallopeptidase 16,11.577748,GeneCards
RASGRF2,Ras Protein Specific Guanine Nucleotide Releasing Factor 2,11.577748,GeneCards
SENP2,SUMO Specific Peptidase 2,11.577748,GeneCards
SORBS3,Sorbin And SH3 Domain Containing 3,11.577748,GeneCards
DLGAP1,DLG Associated Protein 1,11.577748,GeneCards
CDKN3,Cyclin Dependent Kinase Inhibitor 3,11.577748,GeneCards
CDH7,Cadherin 7,11.577748,GeneCards
NOXO1,NADPH Oxidase Organizer 1,11.577748,GeneCards
ZFP57,ZFP57 Zinc Finger Protein,11.577748,GeneCards
PLA2G3,Phospholipase A2 Group III,11.577748,GeneCards
SETDB2,SET Domain Bifurcated Histone Lysine Methyltransferase 2,11.577748,GeneCards
SRA1,Steroid Receptor RNA Activator 1,11.577748,GeneCards
USP11,Ubiquitin Specific Peptidase 11,11.577748,GeneCards
ERO1A,Endoplasmic Reticulum Oxidoreductase 1 Alpha,11.577748,GeneCards
ATP6V1C2,ATPase H+ Transporting V1 Subunit C2,11.577748,GeneCards
FBLIM1,Filamin Binding LIM Protein 1,11.577748,GeneCards
NTS,Neurotensin,11.577748,GeneCards
PELO,Pelota MRNA Surveillance And Ribosome Rescue Factor,11.577748,GeneCards
TRAM1,Translocation Associated Membrane Protein 1,11.577748,GeneCards
FILIP1,Filamin A Interacting Protein 1,11.577748,GeneCards
HPR,Haptoglobin-Related Protein,11.577748,GeneCards
SLC5A10,Solute Carrier Family 5 Member 10,11.577748,GeneCards
TFF3,Trefoil Factor 3,11.577748,GeneCards
CMPK2,Cytidine/Uridine Monophosphate Kinase 2,11.577748,GeneCards
PRM2,Protamine 2,11.577748,GeneCards
CTBP1-DT,CTBP1 Divergent Transcript,11.577748,GeneCards
HERC6,HECT And RLD Domain Containing E3 Ubiquitin Protein Ligase Family Member 6,11.577748,GeneCards
ILRUN,Inflammation And Lipid Regulator With UBA-Like And NBR1-Like Domains,11.577748,GeneCards
TXNL4B,Thioredoxin Like 4B,11.577748,GeneCards
CLEC6A,C-Type Lectin Domain Containing 6A,11.577748,GeneCards
HACD4,3-Hydroxyacyl-CoA Dehydratase 4,11.577748,GeneCards
HILPDA,Hypoxia Inducible Lipid Droplet Associated,11.577748,GeneCards
LHFPL2,LHFPL Tetraspan Subfamily Member 2,11.577748,GeneCards
PRM1,Protamine 1,11.577748,GeneCards
TAFA5,TAFA Chemokine Like Family Member 5,11.577748,GeneCards
ZNF347,Zinc Finger Protein 347,11.577748,GeneCards
NUGGC,"Nuclear GTPase, Germinal Center Associated",11.577748,GeneCards
RMST,Rhabdomyosarcoma 2 Associated Transcript,11.577748,GeneCards
MIR184,MicroRNA 184,11.577748,GeneCards
MIR592,MicroRNA 592,11.577748,GeneCards
G0S2,G0/G1 Switch 2,11.577748,GeneCards
LRRC3B,Leucine Rich Repeat Containing 3B,11.577748,GeneCards
MIR1263,MicroRNA 1263,11.577748,GeneCards
SDHAP3,SDHA Pseudogene 3,11.577748,GeneCards
MIR1279,MicroRNA 1279,11.577748,GeneCards
TTTY10,"Testis Expressed Transcript, Y-Linked 10",11.577748,GeneCards
DEXI,Dexi Homolog,11.577748,GeneCards
OSBPL9P2,Oxysterol Binding Protein Like 9 Pseudogene 2,11.577748,GeneCards
TMEM248P1,Transmembrane Protein 248 Pseudogene 1,11.577748,GeneCards
CASP10,Caspase 10,11.517436,GeneCards
FBP1,Fructose-Bisphosphatase 1,11.517436,GeneCards
SDHA,Succinate Dehydrogenase Complex Flavoprotein Subunit A,11.517436,GeneCards
CD3D,CD3 Delta Subunit Of T-Cell Receptor Complex,11.517436,GeneCards
MYO5A,Myosin VA,11.517436,GeneCards
CNTN1,Contactin 1,11.517436,GeneCards
FMR1,Fragile X Messenger Ribonucleoprotein 1,11.517436,GeneCards
TAT,Tyrosine Aminotransferase,11.517436,GeneCards
RASGRP2,RAS Guanyl Releasing Protein 2,11.517436,GeneCards
SUMO1,Small Ubiquitin Like Modifier 1,11.517436,GeneCards
EIF2B2,Eukaryotic Translation Initiation Factor 2B Subunit Beta,11.517436,GeneCards
FZD5,Frizzled Class Receptor 5,11.517436,GeneCards
NDUFS6,NADH:Ubiquinone Oxidoreductase Subunit S6,11.517436,GeneCards
COL12A1,Collagen Type XII Alpha 1 Chain,11.517436,GeneCards
FES,"FES Proto-Oncogene, Tyrosine Kinase",11.517436,GeneCards
HYAL1,Hyaluronidase 1,11.517436,GeneCards
PTPN4,Protein Tyrosine Phosphatase Non-Receptor Type 4,11.517436,GeneCards
TNKS,Tankyrase,11.517436,GeneCards
CAMK4,Calcium/Calmodulin Dependent Protein Kinase IV,11.517436,GeneCards
NME2,NME/NM23 Nucleoside Diphosphate Kinase 2,11.517436,GeneCards
EIF4A3,Eukaryotic Translation Initiation Factor 4A3,11.517436,GeneCards
TPP2,Tripeptidyl Peptidase 2,11.517436,GeneCards
TWNK,Twinkle MtDNA Helicase,11.517436,GeneCards
ADAMTS3,ADAM Metallopeptidase With Thrombospondin Type 1 Motif 3,11.517436,GeneCards
TFE3,Transcription Factor Binding To IGHM Enhancer 3,11.517436,GeneCards
INO80,INO80 Complex ATPase Subunit,11.517436,GeneCards
KRT18,Keratin 18,11.517436,GeneCards
MCF2L,MCF.2 Cell Line Derived Transforming Sequence Like,11.517436,GeneCards
TRIM24,Tripartite Motif Containing 24,11.517436,GeneCards
UHRF1,Ubiquitin Like With PHD And Ring Finger Domains 1,11.517436,GeneCards
ACSL3,Acyl-CoA Synthetase Long Chain Family Member 3,11.517436,GeneCards
DDHD2,DDHD Domain Containing 2,11.517436,GeneCards
DUSP3,Dual Specificity Phosphatase 3,11.517436,GeneCards
SRSF2,Serine And Arginine Rich Splicing Factor 2,11.517436,GeneCards
GPC4,Glypican 4,11.517436,GeneCards
RREB1,Ras Responsive Element Binding Protein 1,11.517436,GeneCards
CYP4V2,Cytochrome P450 Family 4 Subfamily V Member 2,11.517436,GeneCards
LILRB1,Leukocyte Immunoglobulin Like Receptor B1,11.517436,GeneCards
PDSS2,Decaprenyl Diphosphate Synthase Subunit 2,11.517436,GeneCards
RNF111,Ring Finger Protein 111,11.517436,GeneCards
UCHL5,Ubiquitin C-Terminal Hydrolase L5,11.517436,GeneCards
AAK1,AP2 Associated Kinase 1,11.517436,GeneCards
ACIN1,Apoptotic Chromatin Condensation Inducer 1,11.517436,GeneCards
CDH4,Cadherin 4,11.517436,GeneCards
GPAM,"Glycerol-3-Phosphate Acyltransferase, Mitochondrial",11.517436,GeneCards
PDLIM7,PDZ And LIM Domain 7,11.517436,GeneCards
LPP,LIM Domain Containing Preferred Translocation Partner In Lipoma,11.517436,GeneCards
MYO7B,Myosin VIIB,11.517436,GeneCards
SOCS5,Suppressor Of Cytokine Signaling 5,11.517436,GeneCards
SORBS2,Sorbin And SH3 Domain Containing 2,11.517436,GeneCards
TGFB1I1,Transforming Growth Factor Beta 1 Induced Transcript 1,11.517436,GeneCards
BDH1,3-Hydroxybutyrate Dehydrogenase 1,11.517436,GeneCards
GBP2,Guanylate Binding Protein 2,11.517436,GeneCards
MTHFD1L,Methylenetetrahydrofolate Dehydrogenase (NADP+ Dependent) 1 Like,11.517436,GeneCards
SWAP70,Switching B Cell Complex Subunit SWAP70,11.517436,GeneCards
ELK4,ETS Transcription Factor ELK4,11.517436,GeneCards
UBE2G2,Ubiquitin Conjugating Enzyme E2 G2,11.517436,GeneCards
NID2,Nidogen 2,11.517436,GeneCards
STX17,Syntaxin 17,11.517436,GeneCards
EFNA2,Ephrin A2,11.517436,GeneCards
PES1,Pescadillo Ribosomal Biogenesis Factor 1,11.517436,GeneCards
CLIP2,CAP-Gly Domain Containing Linker Protein 2,11.517436,GeneCards
KLRC2,Killer Cell Lectin Like Receptor C2,11.517436,GeneCards
SYNM,Synemin,11.517436,GeneCards
ZNF473,Zinc Finger Protein 473,11.517436,GeneCards
OSBP2,Oxysterol Binding Protein 2,11.517436,GeneCards
PDLIM1,PDZ And LIM Domain 1,11.517436,GeneCards
STARD7,StAR Related Lipid Transfer Domain Containing 7,11.517436,GeneCards
DLGAP4,DLG Associated Protein 4,11.517436,GeneCards
ICA1,Islet Cell Autoantigen 1,11.517436,GeneCards
TPD52,Tumor Protein D52,11.517436,GeneCards
GBP4,Guanylate Binding Protein 4,11.517436,GeneCards
HOXA4,Homeobox A4,11.517436,GeneCards
SEC62,SEC62 Preprotein Translocation Factor,11.517436,GeneCards
SESN3,Sestrin 3,11.517436,GeneCards
SUB1,SUB1 Regulator Of Transcription,11.517436,GeneCards
KLF12,KLF Transcription Factor 12,11.517436,GeneCards
LETMD1,LETM1 Domain Containing 1,11.517436,GeneCards
SLCO5A1,Solute Carrier Organic Anion Transporter Family Member 5A1,11.517436,GeneCards
UBE2Z,Ubiquitin Conjugating Enzyme E2 Z,11.517436,GeneCards
CARHSP1,Calcium Regulated Heat Stable Protein 1,11.517436,GeneCards
SCG2,Secretogranin II,11.517436,GeneCards
ANKHD1,Ankyrin Repeat And KH Domain Containing 1,11.517436,GeneCards
TSPAN4,Tetraspanin 4,11.517436,GeneCards
TXLNA,Taxilin Alpha,11.517436,GeneCards
DCUN1D2,Defective In Cullin Neddylation 1 Domain Containing 2,11.517436,GeneCards
PAFAH2,Platelet Activating Factor Acetylhydrolase 2,11.517436,GeneCards
TFF2,Trefoil Factor 2,11.517436,GeneCards
AOC2,Amine Oxidase Copper Containing 2,11.517436,GeneCards
MIR147A,MicroRNA 147a,11.517436,GeneCards
PRTFDC1,Phosphoribosyl Transferase Domain Containing 1,11.517436,GeneCards
CHMP1B,Charged Multivesicular Body Protein 1B,11.517436,GeneCards
MIR199A2,MicroRNA 199a-2,11.517436,GeneCards
GPR26,G Protein-Coupled Receptor 26,11.517436,GeneCards
FAM3D,FAM3 Metabolism Regulating Signaling Molecule D,11.517436,GeneCards
MIR636,MicroRNA 636,11.517436,GeneCards
MBNL1-AS1,MBNL1 Antisense RNA 1,11.517436,GeneCards
LINC01152,Long Intergenic Non-Protein Coding RNA 1152,11.517436,GeneCards
